"ID","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Z_CostContact","Z_Revenue","Response","Age"
1357,"Graduation","Together",74854,1,2,"08-04-2013",90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,53
1402,"Master","Married",66991,0,0,"11-09-2012",1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,69
6312,"Graduation","Married",65031,0,1,"17-03-2013",29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,64
8132,"PhD","Married",60631,1,1,"05-04-2013",88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,48
1050,"Graduation","Married",28332,0,0,"30-04-2014",58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,71
5846,"Graduation","Divorced",40246,1,0,"19-12-2012",68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,46
1859,"Master","Married",75251,0,0,"27-08-2012",34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,51
7503,"Graduation","Single",75825,0,0,"12-10-2012",40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,47
10401,"2n Cycle","Together",26326,0,0,"04-09-2013",12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,47
1618,"Graduation","Together",56046,0,0,"02-01-2013",9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,58
3332,"Graduation","Single",29760,1,0,"29-08-2012",87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,38
2261,"Graduation","Married",26304,1,0,"23-06-2013",5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,54
5346,"2n Cycle","Married",23559,1,0,"03-07-2013",87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,50
4119,"Master","Together",38620,0,0,"11-05-2013",56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,60
535,"Graduation","Divorced",81361,0,0,"25-02-2014",18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,36
5268,"Graduation","Married",29440,1,1,"11-08-2013",95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,63
273,"Master","Married",36138,1,1,"16-07-2013",48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,53
4452,"Graduation","Single",50388,0,1,"28-05-2014",3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,66
8504,"Graduation","Married",79593,0,0,"12-05-2014",70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,50
771,"Graduation","Together",54178,0,1,"21-01-2014",79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,56
11178,"Master","Single",42394,1,0,"23-03-2014",69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51
2230,"PhD","Married",23626,1,0,"24-05-2014",84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,53
7516,"Graduation","Married",30096,1,0,"22-05-2014",30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,40
7247,"Graduation","Widow",47916,0,1,"22-11-2012",72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,63
11100,"Graduation","Divorced",51813,1,1,"11-04-2013",37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,51
3037,"PhD","Married",50150,0,0,"20-06-2013",32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,40
1473,"2n Cycle","Single",47823,0,1,"23-07-2013",0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,63
1016,"PhD","Single",34554,0,1,"30-03-2014",43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,3,11,0,64
9370,"PhD","Married",65846,0,0,"17-05-2013",68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,3,11,0,78
8908,"Graduation","Married",87195,0,0,"08-05-2014",35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,3,11,1,64
8373,"Basic","Together",24594,1,0,"10-12-2013",94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,44
7533,"Graduation","Married",49096,1,1,"24-09-2013",15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,3,11,0,59
2683,"Graduation","Married",52413,0,2,"02-02-2013",56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,3,11,0,54
3629,"Graduation","Single",38557,1,0,"19-12-2012",17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,3,11,0,45
5077,"Graduation","Together",77298,0,1,"02-11-2013",46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,44
7431,"PhD","Single",68126,0,0,"10-11-2012",40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,3,11,1,32
3267,"Master","Together",57288,0,1,"25-06-2014",27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,3,11,0,60
999,"Graduation","Single",86037,0,0,"02-01-2013",95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,3,11,1,32
9215,"PhD","Married",43974,1,0,"12-12-2012",19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,3,11,0,43
2286,"Graduation","Single",50785,1,1,"10-09-2013",27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,61
1592,"Graduation","Married",90765,0,0,"24-01-2014",25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,3,11,0,53
367,"2n Cycle","Married",36550,1,0,"19-02-2013",74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,3,11,0,45
5234,"2n Cycle","Together",30753,1,1,"11-07-2013",85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,3,11,0,56
9862,"Graduation","Together",21918,1,0,"14-11-2013",37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,54
9805,"Master","Together",56129,0,1,"20-06-2013",65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,70
6205,"Master","Single",32557,1,0,"24-02-2014",13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,3,11,1,56
8442,"Master","Married",19510,2,0,"04-09-2013",63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,38
7386,"Graduation","Divorced",30992,1,0,"22-04-2013",83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,47
7215,"Graduation","Single",101970,0,0,"12-03-2013",69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,3,11,1,40
1491,"2n Cycle","Together",71488,0,0,"18-02-2013",87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,3,11,0,58
3381,"Master","Married",54348,1,1,"08-06-2014",51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,3,11,0,70
11051,"PhD","Together",77376,1,1,"10-05-2014",72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,3,11,0,67
8026,"Graduation","Married",62998,0,1,"30-09-2013",10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,3,11,0,71
433,"Master","Alone",61331,1,1,"10-03-2013",42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,3,11,0,65
9597,"Graduation","Married",73448,0,0,"10-02-2014",10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,3,11,0,54
5290,"PhD","Married",41551,1,1,"14-08-2013",51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,3,11,0,59
1685,"PhD","Together",62981,0,0,"17-03-2013",21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,3,11,0,56
5342,"Basic","Divorced",9548,1,0,"08-08-2012",31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,47
9579,"PhD","Married",33762,2,1,"07-07-2013",61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,3,11,0,64
7660,"PhD","Alone",35860,1,1,"19-05-2014",37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,1,50
1461,"PhD","Divorced",36921,1,1,"28-07-2013",74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,58
821,"Master","Single",92859,0,0,"19-10-2012",46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,3,11,0,31
11084,"Master","Together",65104,0,1,"14-11-2013",4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,1,47
8690,"Graduation","Married",86111,0,0,"19-04-2013",73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,3,11,0,61
2937,"PhD","Single",68352,0,1,"28-08-2013",47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,3,11,0,49
9701,"Graduation","Together",41883,1,0,"19-03-2013",13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,3,11,0,35
9949,"Graduation","Married",59809,0,2,"18-10-2012",36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,3,11,0,47
10837,"Graduation","Married",23957,1,0,"28-10-2012",47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,3,11,1,48
3120,"Graduation","Together",38547,1,0,"28-08-2013",49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,3,11,0,42
5885,"2n Cycle","Married",35688,2,1,"22-08-2012",94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,50
4050,"Master","Married",49605,0,0,"21-06-2014",65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,3,11,0,57
3830,"Master","Married",59354,0,2,"24-04-2014",59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,3,11,0,70
7987,"Graduation","Married",65747,0,1,"07-03-2014",96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,3,11,0,54
7798,"2n Cycle","Together",46344,0,1,"14-12-2012",28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,3,11,0,51
92,"Graduation","Alone",34176,1,0,"12-05-2014",12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,35
7055,"PhD","Together",61010,0,1,"09-10-2012",57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,3,11,0,71
10240,"Graduation","Together",69372,0,0,"19-02-2013",10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,3,11,1,74
3025,"Graduation","Single",49967,0,1,"08-07-2013",4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,3,11,0,65
9283,"Graduation","Single",60199,1,2,"12-09-2013",49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,45
9970,"Graduation","Together",55375,0,1,"17-10-2013",3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,3,11,0,46
2730,"Graduation","Single",80317,0,0,"20-08-2013",64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,3,11,0,68
2795,"Master","Single",30523,2,1,"01-07-2013",0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,65
9260,"PhD","Married",70356,0,0,"05-11-2012",20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,3,11,0,78
8182,"Graduation","Married",23228,1,0,"05-01-2014",91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,3,11,0,39
10095,"PhD","Divorced",74165,0,0,"01-05-2013",9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,0,48
4370,"Graduation","Together",43482,2,1,"13-11-2013",83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,3,11,0,57
10573,"Graduation","Divorced",62551,0,0,"18-11-2013",27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,3,11,0,70
3712,"Graduation","Divorced",52332,0,0,"28-08-2013",63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,3,11,0,64
3152,"Graduation","Together",26091,1,1,"25-02-2014",84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,66
5610,"Graduation","Together",33456,1,1,"21-04-2014",58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,58
6460,"Graduation","Married",28718,1,0,"13-07-2013",78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,41
1349,"Graduation","Married",50447,2,0,"21-04-2014",4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,3,11,0,53
1880,"PhD","Together",53537,1,1,"30-01-2014",17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,64
641,"Graduation","Single",52074,0,1,"04-04-2014",77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,56
8717,"PhD","Married",80427,0,1,"12-09-2012",56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,48
10314,"PhD","Married",83837,0,0,"16-12-2012",79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,75
10854,"PhD","Married",38853,1,1,"23-05-2014",90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53
10492,"Graduation","Together",38285,2,1,"24-06-2014",96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,64
7698,"PhD","Married",51650,0,1,"11-05-2014",81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,47
3559,"2n Cycle","Married",16248,1,0,"10-05-2014",77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,35
10562,"Master","Married",66835,0,0,"28-09-2013",21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,77
10796,"Master","Married",30477,1,0,"22-01-2014",16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,39
2563,"Basic","Married",28249,0,0,"15-06-2014",80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,62
3518,"Graduation","Married",25271,1,0,"05-12-2012",45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,40
5823,"PhD","Single",32303,0,1,"08-03-2014",63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,53
3934,"Graduation","Married",61286,0,1,"02-08-2013",34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,57
6982,"Graduation","Married",74068,0,0,"19-03-2013",14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,47
6431,"PhD","Married",45759,1,1,"23-02-2013",13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,59
9733,"Basic","Together",24882,1,0,"09-09-2012",52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,45
5602,"PhD","Together",66973,0,0,"17-05-2013",98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,34
1324,"Graduation","Married",38872,1,0,"30-05-2013",93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,35
326,"Graduation","Married",51148,1,1,"18-02-2013",38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,50
7224,"Graduation","Married",31353,1,1,"29-12-2013",24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,46
6999,"Master","Married",69661,0,0,"13-05-2014",80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,43
3182,"PhD","Single",46854,1,1,"31-03-2014",81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,50
7300,"Graduation","Divorced",69142,0,1,"29-06-2014",50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,71
8727,"Graduation","Divorced",63693,0,1,"14-10-2013",63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,45
1030,"PhD","Single",40637,1,1,"17-07-2013",72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,58
624,"Master","Single",18890,0,0,"10-11-2012",5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,39
5176,"Graduation","Together",29604,1,0,"08-12-2013",88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,35
5552,"Master","Divorced",48721,1,1,"13-05-2013",50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,60
868,"Graduation","Married",44794,0,1,"08-06-2014",99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,57
380,"Graduation","Divorced",64497,0,1,"10-09-2012",17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,69
2677,"Graduation","Together",46097,0,1,"31-03-2013",11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,67
6521,"Graduation","Together",77972,0,0,"18-03-2014",18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,69
6927,"PhD","Married",44377,1,1,"05-10-2012",70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,55
1584,"Graduation","Married",41443,1,0,"01-04-2014",79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,46
7264,"2n Cycle","Single",52195,2,1,"12-05-2014",2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,45
6274,"Master","Married",83790,0,0,"15-11-2013",81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,75
1377,"Master","Widow",44551,0,1,"31-08-2013",24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,69
454,"Graduation","Together",69508,1,0,"14-11-2012",48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,43
1755,"2n Cycle","Together",45204,1,0,"11-04-2014",93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,35
2075,"Graduation","Married",72460,0,0,"14-11-2013",56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,54
4785,"PhD","Together",77622,0,2,"14-04-2014",3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,53
